graph_id,graph_seed,n,mean_degree,max_degree,alpha,pfail,budget_ref,scaled_budget,seed_index,env_seed,policy,n_failed_at_start,pr_post_cascade,feasibility_ratio,final_pr,n_active_final,solved,spread_vs_random,instance_label
4,2026004,50,3.84,16,0.05,0.05,1,1,5,202604005,random,50,0.0,10.0,0.0012000000000000001,3,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,6,202604006,betweenness,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,6,202604006,degree,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,6,202604006,random,50,0.0,10.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,1,1,7,202604007,betweenness,50,0.0,10.0,0.0296,14,False,0.0292,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,7,202604007,degree,50,0.0,10.0,0.002,3,False,0.0016,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,7,202604007,random,50,0.0,10.0,0.0004,1,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,8,202604008,betweenness,50,0.0,10.0,0.0044,5,False,0.0036000000000000003,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,8,202604008,degree,50,0.0,10.0,0.0044,5,False,0.0036000000000000003,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,8,202604008,random,50,0.0,10.0,0.0008,2,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,9,202604009,betweenness,50,0.0,10.0,0.0,0,False,0.0,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,9,202604009,degree,50,0.0,10.0,0.0016,2,False,0.0016,hopeless
4,2026004,50,3.84,16,0.05,0.05,1,1,9,202604009,random,50,0.0,10.0,0.0,0,False,0.0,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,0,202605000,betweenness,33,0.0,6.6,0.004591368227731865,3,False,-0.003673094582185491,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,0,202605000,degree,33,0.0,6.6,0.11294765840220385,13,False,0.10468319559228649,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,0,202605000,random,33,0.0,6.6,0.008264462809917356,3,False,0.0,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,1,202605001,betweenness,33,0.0,6.6,0.0,0,False,-0.0018365472910927458,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,1,202605001,degree,33,0.0,6.6,0.0036730945821854917,2,False,0.0018365472910927458,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,1,202605001,random,33,0.0,6.6,0.0018365472910927458,2,False,0.0,hopeless
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,2,202605002,betweenness,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,2,202605002,degree,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,2,202605002,random,33,0.0,6.6,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,1,1,3,202605003,betweenness,33,0.0,6.6,1.0,33,True,0.0,trivial
